Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,_1stFlrSF,_2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,_3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePriceLog,GrLivAreaLog,Hood,ExteriorQual,KitchQual,BasemtQual,GarageFin,FenceQ,PoolQ,GarageC,GarageQ,FireplaceQ,HmFunctional,HeatingQ,BsmtFinType1q,BsmtFinType2q,BsmtExposur,BsmtCondQ,ExterCondQ,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,GarageArea,GarageCars,GarageYrBlt,MasVnrArea,TotalBsmtSF,LotFrontage
1992,60,RL,8220,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1008,884,0,1892,2,1,3,1,TA,8,Typ,1,TA,Attchd,RFn,TA,TA,Y,108,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,7.5453897496,3,4,3,5,3,1,1,4,4,4,8,5,7,2,4,4,4,544,0,0,0,438,431,2,2000,647,982,71
1993,60,RL,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,NA,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,707,707,0,1414,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,TA,TA,Y,100,35,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,,,7.2541778465,3,4,4,5,4,1,1,4,4,5,8,5,2,2,2,4,4,0,0,0,0,707,403,2,2002,0,707,88
1994,60,RL,12460,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1037,1285,0,2322,2,1,4,1,TA,8,Typ,1,TA,BuiltIn,Fin,TA,TA,Y,144,44,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,,,7.7501841623,3,4,3,5,4,1,1,4,4,4,8,5,7,2,2,4,4,870,0,0,0,167,400,2,1999,0,1037,41
1995,60,RL,8390,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,873,778,0,1651,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,TA,TA,Y,0,103,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,,,7.4091364439,3,3,3,5,4,1,1,4,4,4,8,5,2,2,2,4,4,0,0,0,0,831,450,2,1999,0,831,77
1996,75,RL,9660,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,1997,1997,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,1182,1017,0,2199,2,1,3,1,Gd,9,Typ,1,TA,Attchd,Fin,TA,TA,Y,0,131,0,0,0,0,NA,NA,NA,0,9,2008,WD,Normal,,,7.6957579906,4,4,4,5,4,1,1,4,4,4,8,5,2,2,2,4,4,0,0,0,0,1173,516,2,1997,1290,1173,84
1997,60,RL,11000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,1533,639,0,2172,2,1,4,1,Ex,8,Typ,1,TA,BuiltIn,RFn,TA,TA,Y,162,153,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.6834036811,4,4,5,6,3,1,1,4,4,4,8,5,2,2,3,4,4,0,0,0,0,1519,687,3,2000,295,1519,105
1998,20,RL,11675,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2006,0,0,2006,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,TA,TA,Y,144,33,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,7.6038979685,4,4,4,5,4,1,1,4,4,4,8,5,7,2,4,4,4,1660,0,1,0,322,938,3,1998,495,1982,136
1999,60,RL,10990,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1064,1061,0,2125,2,1,4,1,Gd,12,Typ,2,TA,Attchd,RFn,TA,TA,Y,168,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.6615270814,4,4,4,6,3,1,1,4,4,4,8,5,7,2,2,4,4,851,0,1,0,213,576,2,1996,0,1064,97
2000,60,RL,11929,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,1251,1250,0,2501,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,TA,TA,Y,192,87,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.8244459309,4,4,4,5,3,1,1,4,4,4,8,5,2,2,4,4,4,0,0,0,0,1242,751,3,1995,466,1242,109
2001,60,RL,10010,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,WdShake,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,BLQ,GLQ,GasA,Ex,Y,SBrkr,1108,1089,0,2197,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,TA,TA,Y,385,99,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,7.6948480724,4,4,4,5,4,1,1,4,4,5,8,5,5,7,4,4,4,228,852,1,0,0,783,3,1993,320,1080,91
2002,20,RL,13253,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,1578,0,0,1578,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,Unf,TA,TA,Y,0,26,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,,,7.3639135014,3,4,4,6,2,1,1,4,4,5,8,4,7,2,2,4,4,1096,0,1,0,482,642,3,2006,128,1578,74
2003,60,RL,9801,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,1341,520,0,1861,3,0,3,1,Gd,7,Typ,1,Gd,BuiltIn,RFn,TA,TA,Y,144,60,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,7.5288692566,3,4,4,5,3,1,1,4,4,5,8,5,2,2,4,4,4,0,0,0,0,1341,851,3,2007,156,1341,73
2004,60,RL,9428,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,955,919,0,1874,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,TA,TA,Y,168,108,0,0,0,0,NA,NA,NA,0,2,2008,New,Partial,,,7.5358304628,3,4,4,5,4,1,1,4,4,5,8,5,7,2,4,4,4,729,0,1,0,226,880,3,2007,310,955,80
2005,20,RL,10037,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,NA,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1460,0,0,1460,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,TA,TA,Y,0,20,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,,,7.2861917147,3,4,4,6,4,1,1,4,4,5,8,5,7,2,2,4,4,666,0,0,0,794,480,2,2006,0,1460,87
2006,20,FV,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1372,0,0,1372,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,TA,TA,Y,192,113,0,0,0,0,NA,NA,NA,0,7,2008,New,Partial,,,7.2240248083,3,4,4,5,3,1,1,4,4,1,8,5,7,2,2,4,4,24,0,0,0,1339,588,2,2008,0,1363,72
2007,20,FV,10625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,1660,0,0,1660,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,TA,TA,Y,133,120,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.4145728814,3,4,4,5,4,1,1,4,4,5,8,5,2,2,4,4,4,0,0,0,0,1660,660,3,2007,292,1660,85
2008,20,FV,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1218,0,0,1218,2,0,2,1,Gd,6,Typ,0,NA,Attchd,Fin,TA,TA,Y,168,168,0,0,0,0,NA,NA,NA,0,4,2008,New,Partial,,,7.1049654483,3,4,4,5,4,1,1,4,4,1,8,5,7,2,2,4,4,902,0,1,0,316,462,2,2008,210,1218,62
2009,60,RL,10110,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,ALQ,GasA,Ex,Y,SBrkr,835,861,0,1696,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,TA,TA,Y,143,66,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,7.4360278164,3,4,4,5,3,1,1,4,4,1,8,5,7,6,3,4,4,80,555,1,0,200,542,2,2003,0,835,68
2010,60,RL,12774,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,835,828,0,1663,2,1,3,1,Gd,8,Typ,0,NA,Attchd,RFn,TA,TA,Y,168,68,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,7.4163784792,3,4,4,5,3,1,1,4,4,1,8,5,2,2,4,4,4,0,0,0,0,835,478,2,2003,95,835,67
2011,20,RL,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1175,0,0,1175,1,0,3,1,Gd,6,Typ,0,NA,NA,NA,NA,NA,Y,0,90,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.0690234266,3,3,4,5,1,1,1,1,1,1,8,5,7,2,2,5,4,80,0,1,0,1095,0,0,2005,126,1175,63
2012,20,RL,9260,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,1162,0,0,1162,2,0,3,1,Gd,6,Typ,0,NA,Attchd,Fin,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,3,2008,WD,Normal,,,7.0578979374,3,4,4,5,4,1,1,4,4,1,8,5,2,2,3,4,4,0,0,0,0,1162,483,2,2007,0,1162,81
2013,60,RL,8453,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,754,855,0,1609,2,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,TA,TA,Y,0,70,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,,,7.383368147,3,4,4,5,3,1,1,4,4,1,8,5,7,2,2,4,4,362,0,0,0,392,525,2,1995,38,754,65
2014,60,RL,8480,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,886,794,0,1680,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,TA,TA,Y,144,96,0,0,0,0,NA,NA,NA,0,10,2008,WD,Normal,,,7.4265490724,3,4,4,5,3,1,1,4,4,1,8,5,7,2,2,4,4,602,0,0,1,284,474,2,1993,120,886,50
2015,60,RL,14565,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,832,825,0,1657,2,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,TA,TA,Y,144,74,0,0,0,0,NA,NA,Shed,2000,11,2008,WD,Normal,,,7.4127640174,3,4,4,5,3,1,1,4,4,1,8,5,7,2,4,4,4,537,0,0,0,295,483,2,1994,145,832,43
2016,60,RL,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,827,850,0,1677,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,TA,TA,Y,0,68,0,0,0,0,NA,NA,NA,0,9,2008,WD,Normal,,,7.4247617618,3,4,4,5,3,1,1,4,4,1,8,5,7,2,2,4,4,472,0,1,0,355,627,2,2001,0,827,65
2017,60,RL,8285,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,844,893,0,1737,2,1,3,1,Gd,7,Typ,0,NA,Attchd,Fin,TA,TA,Y,192,85,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,,,7.4599147662,3,4,4,5,4,1,1,4,4,1,8,4,7,2,2,4,4,397,0,0,1,439,506,2,1992,0,836,75
2018,20,RL,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,Gd,No,BLQ,ALQ,GasA,TA,Y,SBrkr,984,0,0,984,1,0,3,1,TA,5,Typ,1,TA,Attchd,RFn,TA,TA,Y,145,56,0,0,0,0,NA,MnPrv,Shed,400,8,2008,WD,Normal,,,6.8916258971,2,3,3,4,3,4,1,4,4,4,8,3,5,6,2,5,4,53,799,1,0,132,384,1,1963,0,984,70
2019,20,RL,8100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,864,0,0,864,1,0,3,1,Gd,5,Typ,1,TA,Detchd,Unf,TA,TA,Y,132,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,6.7615727688,2,3,4,4,2,1,1,4,4,4,8,5,6,2,2,4,5,764,0,1,0,100,420,1,1962,0,864,75
2020,190,RL,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,2fmCon,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,0,Mn,ALQ,Unf,GasA,Gd,N,SBrkr,890,0,0,890,1,0,3,1,TA,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,,,6.7912214627,2,3,3,4,2,1,1,4,4,1,8,4,6,2,3,0,4,890,0,1,0,0,308,1,1970,0,890,65
2021,20,RL,6360,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,Wd Sdng,HdBoard,None,TA,TA,CBlock,Gd,Gd,No,ALQ,Unf,GasA,TA,Y,SBrkr,864,0,0,864,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,TA,TA,Y,0,0,0,0,0,0,NA,NA,Shed,650,1,2008,COD,Abnorml,,,6.7615727688,2,3,3,5,2,1,1,4,4,1,8,3,6,2,2,5,4,489,0,0,0,375,276,1,1963,0,864,60
2022,20,RL,19508,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,CompShg,HdBoard,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1430,0,0,1430,2,0,3,1,TA,6,Typ,2,TA,Attchd,Unf,TA,TA,Y,117,108,165,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,7.2654297233,3,3,3,4,2,1,1,4,4,4,8,3,6,2,4,4,4,800,0,0,1,630,484,2,1974,144,1430,95
2023,50,RL,10759,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,4,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,TA,No,LwQ,ALQ,GasA,TA,Y,SBrkr,1001,640,0,1641,2,0,4,1,TA,5,Typ,1,Gd,Detchd,Unf,TA,TA,Y,0,0,92,0,0,0,NA,GdPrv,NA,0,7,2008,WD,Normal,,,7.4030610911,2,3,3,5,2,5,1,4,4,5,8,3,3,6,2,4,5,190,811,0,0,0,490,2,1972,0,1001,70
2024,60,RL,9205,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1364,1319,0,2683,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,RFn,TA,TA,Y,237,251,0,0,196,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.8946908504,4,4,4,5,3,1,1,4,4,5,8,5,6,2,2,4,4,704,0,1,0,226,473,2,1990,304,930,96
2025,60,RL,11025,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,9,5,1993,1994,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Gd,TA,Gd,BLQ,Unf,GasA,Ex,Y,SBrkr,1827,959,0,2786,2,1,4,1,Gd,10,Typ,1,Ex,Attchd,Fin,TA,TA,Y,294,49,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.9323621543,4,4,4,5,4,1,1,4,4,6,8,5,5,2,5,4,4,520,0,1,0,1328,636,2,1993,568,1848,105
2026,120,FV,3435,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1245,0,0,1245,2,0,1,1,Gd,5,Typ,0,NA,Attchd,RFn,TA,TA,Y,0,100,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.1268908089,3,4,4,5,3,1,1,4,4,1,8,5,7,2,2,4,4,24,0,0,0,1211,495,2,2004,0,1235,37
2027,160,FV,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,600,600,0,1200,2,1,2,1,Gd,5,Typ,0,NA,Detchd,RFn,TA,TA,Y,0,166,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,,,7.0900768358,3,4,4,5,3,1,1,4,4,1,8,5,7,2,2,4,4,390,0,1,0,210,480,2,2005,0,600,30
2028,160,FV,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,703,689,0,1392,2,0,2,1,Gd,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,102,0,0,0,0,NA,NA,NA,0,3,2008,WD,Abnorml,,,7.2384968409,3,4,4,5,2,1,1,4,4,1,8,5,2,2,2,4,4,0,0,0,0,689,540,2,2007,0,689,30
2029,160,FV,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,757,792,0,1549,2,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,4,2008,WD,Normal,,,7.3453648404,3,3,3,5,2,1,1,4,4,1,8,4,7,2,2,4,4,550,0,1,0,194,440,2,1999,216,744,24
2030,120,FV,4765,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1638,0,0,1638,2,0,2,1,Ex,5,Typ,1,TA,Attchd,Fin,TA,TA,Y,230,68,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,7.4012312644,3,4,5,5,4,1,1,4,4,4,8,5,7,2,4,4,4,1027,0,1,0,587,495,2,2000,260,1614,69
2031,120,FV,4538,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1310,0,0,1310,1,1,1,1,Gd,5,Typ,1,TA,Attchd,RFn,TA,TA,Y,277,45,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,,,7.1777824162,3,4,4,6,3,1,1,4,4,4,8,5,7,2,4,4,4,1004,0,1,0,306,545,2,2001,179,1310,67
2032,120,FV,4385,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1419,0,0,1419,1,1,2,1,Ex,5,Typ,1,TA,Attchd,Fin,TA,TA,Y,155,58,0,0,0,0,NA,NA,NA,0,9,2008,WD,Normal,,,7.2577076772,3,4,5,6,4,1,1,4,4,4,8,5,7,2,4,4,4,964,0,1,0,455,588,2,2001,0,1419,42
2033,120,FV,4109,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1557,0,0,1557,2,0,2,1,Ex,5,Typ,1,TA,Attchd,RFn,TA,TA,Y,124,113,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.3505161718,3,4,5,5,3,1,1,4,4,4,8,5,7,2,4,4,4,1141,0,1,0,416,484,2,1999,260,1557,35
2034,160,FV,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,684,720,0,1404,2,1,3,1,Gd,5,Typ,0,NA,Detchd,Unf,TA,TA,Y,20,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.2470805846,3,4,4,5,2,1,1,4,4,1,8,5,7,2,2,4,4,600,0,1,0,72,462,2,1999,216,672,24
2035,60,FV,10646,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,872,917,0,1789,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2008,WD,Normal,,,7.4894120835,3,3,3,4,4,1,1,4,4,4,8,5,7,2,2,4,4,681,0,1,0,177,546,2,2001,513,858,79
